"Type","independent_var","dependent_var","pearson_r","p_value","n"
"ext_prox","bare.soil","B1_CV",-0.0361655960841584,0.841629194250585,33
"ext_prox","bare.soil","B1_RaoQ_w3",0.11805776564408,0.512896224585295,33
"ext_prox","bare.soil","B1_RaoQ_w5",0.108713098055963,0.547028768943341,33
"ext_prox","bare.soil","B1_RaoQ_w7",0.112785644235412,0.532022835110188,33
"ext_prox","bare.soil","B1_RaoQ_w9",0.11694072826963,0.516920059238528,33
"ext_prox","bare.soil","B1_glcm_ASM",0.0140666902476913,0.938070746066295,33
"ext_prox","bare.soil","B1_glcm_contrast",0.220192006140713,0.218205204609206,33
"ext_prox","bare.soil","B1_glcm_dissimilarity",0.216493143689625,0.226232795130458,33
"ext_prox","bare.soil","B1_glcm_entropy",-0.0187162771245244,0.917661354446526,33
"ext_prox","bare.soil","B1_glcm_homogeneity",-0.0960965039213167,0.59473932282015,33
"ext_prox","bare.soil","B2_CV",-0.156879947859356,0.383276977607456,33
"ext_prox","bare.soil","B2_RaoQ_w3",0.100152726687005,0.579204445267634,33
"ext_prox","bare.soil","B2_RaoQ_w5",0.0878851475588209,0.626727563799139,33
"ext_prox","bare.soil","B2_RaoQ_w7",0.0844377071361926,0.640363560330315,33
"ext_prox","bare.soil","B2_RaoQ_w9",0.080529077790265,0.65596436870072,33
"ext_prox","bare.soil","B2_glcm_ASM",0.0553395670476226,0.759697305691343,33
"ext_prox","bare.soil","B2_glcm_contrast",0.183684236460915,0.306194984505922,33
"ext_prox","bare.soil","B2_glcm_dissimilarity",0.156157839526167,0.385497876192626,33
"ext_prox","bare.soil","B2_glcm_entropy",0.0210823081249345,0.90729460589099,33
"ext_prox","bare.soil","B2_glcm_homogeneity",-0.0877525459544886,0.627249856770027,33
"ext_prox","bare.soil","B3_CV",-0.0480368055222445,0.790652497183177,33
"ext_prox","bare.soil","B3_RaoQ_w3",0.124170963044894,0.49115325951942,33
